"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"308741279263637505","","","308659405904310272","101621268","2013-03-05 00:50:31 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @bob_brodie: A wonderful overview of NoSQL and neo4j: http://t.co/cLlWcXse5R","http://www.youtube.com/watch?v=UodTzseLh04"
"307243746947383297","","","307222708406583296","6844292","2013-02-28 21:39:52 +0000","web","RT @TwitterEng: We're open-sourcing Hosebird Client to provide a robust Java HTTP library for consuming Twitter's Streaming API. http:// ..."
"307174382323781632","307168111201755136","169048119","","","2013-02-28 17:04:14 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@smccalden @jbrevel @justinMleary I don’t want to be locked into the AMZN eco system though. Kindle will do for now."
"307161951983775744","","","","","2013-02-28 16:14:50 +0000","web","I wussed out and bought myself a kindle instead of an iPad mini.. Will wait till they up the spec a bit at the end of the year."
"307137458657718273","","","","","2013-02-28 14:37:31 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","OH: “I have to say - black artists will never win any Ivan Novello awards” - I kid you not! Wasn’t me…."
"307129796721266688","307128536618115072","241959103","","","2013-02-28 14:07:04 +0000","web","@ChrisKnowles_ @peter_omalley @ryancunning I think you should do it... Bring back Friday mornings before I left."
"307114457295900673","307112229763960832","14208622","","","2013-02-28 13:06:07 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@rickydunlop never heard of that - but will put that in my reading list :D"
"307114296826019841","","","","","2013-02-28 13:05:28 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","http://t.co/J5p5xKsNbD - awesome :D","http://www.stevieawards.com/"
"307111336079400960","","","","","2013-02-28 12:53:43 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","I just bought: 'Lucene in Action' by Michael McCandless via @amazonuk http://t.co/CPWubfVpk1","http://www.amazon.co.uk/dp/1933988177/ref=cm_sw_r_tw_asp_0Bp9F.1A12KFE"
"306900958032584704","306900726943207424","16236773","","","2013-02-27 22:57:45 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@ianmoran well I was being serious.. mutt is still by far the best mail client I have ever used."
"306899839726272512","306880437836455936","16236773","","","2013-02-27 22:53:18 +0000","web","@ianmoran you should try mutt.. never used elm. mutt is lovely. am using mutt exclusively now http://t.co/o1f5QrGbIg","http://blog.swm.cc/2012/10/06/mutt-for-gmail/"
"306809927089938433","306793906274721792","95932190","","","2013-02-27 16:56:01 +0000","web","@brrygrdn cap clue deploy #totheclient"
"306775516197814272","","","","","2013-02-27 14:39:17 +0000","web","Been a Queen fest in @RepKnight this afternoon.. Good stuffs... and @jbrevel has only played Scream &amp; Shout only once..."
"306713798675419136","306713034909429760","169048119","","","2013-02-27 10:34:02 +0000","web","@smccalden Wanna compare the work you do in 2.5hrs to my .5hrs? ;) I was here until 7 last night bitch ;) I hope you get herpes."
"306712690619977728","","","","","2013-02-27 10:29:38 +0000","web","You know shit is getting done with you come into the office and everyone is quiet :) #everyonecodinglikebosses"
"306712074279612416","","","306703034061312000","42041977","2013-02-27 10:27:11 +0000","web","RT @basilmccrea: There are many who really believe in the union, who do not feel the need to wrap themselves in a flag to show they are  ..."
"306509609961672706","306509051611709441","67130324","","","2013-02-26 21:02:40 +0000","web","@Alana_Doll how much? #nottimewasting #sitcomwaitingtohappen"
"306509307992760322","306502336602329088","69403865","","","2013-02-26 21:01:28 +0000","web","@adriandugan sarcasm always implied with you :) Sure we've worked along and for enough idiots to know stupid policy when we see it :)"
"306508441839603713","","","","","2013-02-26 20:58:02 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","He’s learning how to respond to me well :) http://t.co/5MEVUK24Ux","http://twitter.com/swmcc/status/306508441839603713/photo/1"
"306487307593216000","","","306483771279028225","3840","2013-02-26 19:34:03 +0000","web","RT @Jason: Not to be cynical, but you flew your private get to #ted, paid $15k for a ticket &amp; then cried about the environment &amp; ..."
"306486297369923587","","","","","2013-02-26 19:30:02 +0000","web","I don't get Yahoo!'s new working in the same place policy. Very outdated. Distributed working (when the enviro is right) works just as well."
"306486009066033152","306481261160062976","16155145","","","2013-02-26 19:28:53 +0000","web","@alvynmcq nope just gets you sucked off by certain people :)"
"306484785042300928","306478193181880320","78104215","","","2013-02-26 19:24:01 +0000","web","@willemkokke :D You got me :)"
"306469351773577216","306469117064519681","95932190","","","2013-02-26 18:22:42 +0000","web","@brrygrdn @madebyrichard Enjoy Richard :D :D :D :D"
"306468441907417088","","","","","2013-02-26 18:19:05 +0000","web","The clique that is developing in the Belfast tech community makes me wanna puke sometimes.. Anyway mini rant over :D /me goes home."
"306368610962653184","","","306368219365638144","50685221","2013-02-26 11:42:23 +0000","web","RT @jbrevel: OH: I would love to ride that pamela ballintine, she is hot @swmcc"
"306367839890202624","","","","","2013-02-26 11:39:19 +0000","web","OH: ""I would ride the queen before I would ride Cate Blanchett"" I give you @jbrevel"
"306348408589910016","","","","","2013-02-26 10:22:06 +0000","web","Listening to @smccalden talking on skype is akin to having my stones rubbed with a cheesegrater... It really is :) #toomanywords #headphones"
"306177653189275648","","","","","2013-02-25 23:03:35 +0000","web","Added Sept 2001 - Jan 2002 archives to my blog. Embarrassing to look back at but fuck it. http://t.co/WfS6b4fIRM Lots more to add still...","http://blog.swm.cc/"
"306116637646532609","","","306108843396591616","16213460","2013-02-25 19:01:08 +0000","web","RT @gliffy: How to create a successful #BYOD policy for your company @symantec http://t.co/HFIwJTWpZD","http://ow.ly/i24fw"
"306076300299350016","","","","","2013-02-25 16:20:51 +0000","web","My first day of work over 13 years ago I was told never to use ""SELECT *"".. I ignored this last week. http://t.co/9YloEhsPzJ","http://twitter.com/swmcc/status/306076300299350016/photo/1"
"305799406987378688","","","","","2013-02-24 22:00:34 +0000","web","Cheers @ianmoran and @HerrWulf I'll give that a go..."
"305788724975910914","","","","","2013-02-24 21:18:07 +0000","web","Anyone know of any good mac osx/ios apps for http://t.co/REkdhXYSYt?","http://app.net"
"305788600405090305","","","305708652159979522","192885085","2013-02-24 21:17:38 +0000","web","RT @alasdairstalker: Switching to NodeJS and @Nodejitsu for my website #nodejs #nodejitsu http://t.co/nGGhZSXOHI","http://twitter.com/alasdairstalker/status/305708652159979522/photo/1"
"305776446029307904","305776170090233856","14604982","","","2013-02-24 20:29:20 +0000","web","@johngirvin Oh I know... But trying to find a silver lining on a Sunday night is hard sometimes..."
"305775789574606850","305775029646397440","14604982","","","2013-02-24 20:26:43 +0000","web","@johngirvin you are a contractor now.. Think of the £££ ;) That'll help."
"305759168227328001","","","305756848227770368","285766850","2013-02-24 19:20:41 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @NodeUp: we're live -- http://t.co/chzpjlIvXe","http://nodeup.com"
"305711309486428160","305710833734909953","3604141","","","2013-02-24 16:10:30 +0000","web","@szlwzl it is cracking me up. Very good writing..."
"305710278933372928","305707396515393536","3604141","","","2013-02-24 16:06:24 +0000","web","@szlwzl Am now on to Season 2 of MF..."
"305701169861378048","305699682976428032","78104215","","","2013-02-24 15:30:13 +0000","web","@willemkokke @DeborahABarnes but if felt so right :)"
"305679006102077440","","","","","2013-02-24 14:02:08 +0000","web","Is it wrong to have a baked potato in bed???? Fuck it - I am trying it out. Going all ferrel today bitches!!! Episode 20 coming up!"
"305674065182597120","","","","","2013-02-24 13:42:30 +0000","web","Since discovering Modern Family last night at 8pm I have watched 18 episodes.... This is not a good thing."
"305445055848665089","","","","","2013-02-23 22:32:30 +0000","web","Loving Modern Family"
"305424399958425600","","","","","2013-02-23 21:10:26 +0000","web","I've found Modern Family...."
"305413542306267136","","","","","2013-02-23 20:27:17 +0000","web","Fire lit... Laptop on and coding away - happy geek :D"
"305413321534885888","","","305404639707279360","13811562","2013-02-23 20:26:24 +0000","web","RT @sazzy: Watching TED talks in my pyjamas, eating popcorn and learning Ruby on Rails. Just the Saturday night I need this week."
"305278193730990080","305275668806107137","9488072","","","2013-02-23 11:29:27 +0000","web","@shylands amazing :D Have you read the books - this is only one part of the third book - the next part is EVEN better."
"305262321146683393","305260700836696065","50685221","","","2013-02-23 10:26:23 +0000","web","@jbrevel sweet :D I even dreamt about it last night FFS. Weird that jquery or firebug wont see the response... Meh - brekkie :D"
"305260054309912576","","","","","2013-02-23 10:17:23 +0000","web","Right - gonna watch an episode of Banshee have my breakfast and then beat the ever living crap out of this bug I found at 5pm last night!"
"305050969517985792","","","305017851545284608","14928483","2013-02-22 20:26:33 +0000","web","RT @lindseybieda: I created a collection of javascript and node.js resources and books, enjoy | https://t.co/OoZPGSxVsC","https://gist.github.com/LindseyB/5015434"
"305050118275604480","","","305025260493881344","53896598","2013-02-22 20:23:10 +0000","web","RT @AirPOS: AirPOS partners with @PayPalUK to offer PayPal Here to retailers. Catch us on stage at Mobile World Congress! More at http:/ ..."
"304999476836302849","","","","","2013-02-22 17:01:56 +0000","web","Hmmmm a javascript problem at 5pm on a Friday that is stopping my deploy. Think the correct word for this is ""FUCK FIRE"" :D"
"304974745437368321","","","304974681197383680","50685221","2013-02-22 15:23:40 +0000","web","RT @jbrevel: @smccalden @swmcc it was mccaldens mother and him said it everyone #whydoesnthekeepthesethingstohimself"
"304973565076336640","","","","","2013-02-22 15:18:58 +0000","web","I think the last two OH's have killed @jbrevel he hasn't talked since that was said..."
"304973291435745281","","","","","2013-02-22 15:17:53 +0000","web","... OH: ""Then in 1998 they got too hard and had to be replaced"""
"304973168404226048","","","","","2013-02-22 15:17:24 +0000","web","OH: ""My mother was one of the first people to have breast augmentation in NI.... It was in 1969""..."
"304903047711191040","","","","","2013-02-22 10:38:46 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","Just wasted the last 30 or so mins trying to get my laptop to work… Very annoying… Now to get more work done but first - coffee :D :D :D"
"304707767736881152","","","304693161480056832","17177251","2013-02-21 21:42:47 +0000","web","RT @brianloveswords: Having a flexible API means writing lots and lots of tests."
"304682872936218624","","","304668074810937344","14335498","2013-02-21 20:03:52 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @newsycombinator: LinkedIn is now using the Play Framework http://t.co/UVHxDbi4mW","http://j.mp/W6c7Nf"
"304682283024146434","","","304630245468819457","1165838820","2013-02-21 20:01:31 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @GlenavyStats: Keep your eyes peeled for updates from @GlenavyGAC regarding the Festival Weekend. Keep your eyes peeled here for sati ..."
"304658104744812544","304649393125089280","169048119","","","2013-02-21 18:25:27 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@smccalden and we got the #SQUIRREL look to on video.. Just need that captured and to gif it for hip chat :D"
"304576967896866817","","","","","2013-02-21 13:03:02 +0000","<a href=""http://www.apple.com"" rel=""nofollow"">Camera on iOS</a>","The awesome @jbrevel just made met lunch :) Thanks. #lockoslunches http://t.co/hiBltdOmol","http://twitter.com/swmcc/status/304576967896866817/photo/1"
"304548262931738624","","","","","2013-02-21 11:08:58 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","Finally got pissed off enough to amend my .profile to give me the git branch I am on… Hacked from somewhere else - https://t.co/ABexUpVpG0","https://github.com/swmcc/cookbook/commit/b5c86f54445ac8303b448d0633910106974c4ce1"
"304340859619536896","","","304339944871186433","14068466","2013-02-20 21:24:49 +0000","web","RT @stevebiscuit: Today I'll be mostly representing @BelfastRuby #rubyconf_au http://t.co/XimPrEBfeV","http://twitter.com/stevebiscuit/status/304339944871186433/photo/1"
"304266240233447424","","","","","2013-02-20 16:28:19 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","OH: “It isn’t wanky if you don’t know”"
"304250528404221952","","","","","2013-02-20 15:25:53 +0000","web","Twitter people... I will give 100quid to anyone that can shut @smccalden the fuck up for the rest of the day! ;) #hewontstop"
"304192619603435521","304192406679597056","78104215","","","2013-02-20 11:35:46 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@willemkokke nope - must have thrown it out. I have a spare - just need to tune it in. Very rarely use sky now so will get round to it :)"
"304186002061266944","","","","","2013-02-20 11:09:29 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","Also in that last tweet I got your and you’re mixed up. I am going to see Die Hard later - today won’t break me. #FUCKYOUWEDNESDAY"
"304185690168651777","","","","","2013-02-20 11:08:14 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","“Shot to the heart and your too late… Darling you give loooovvvvveeee a bad name” - that song is stuck in your head now. #FUCKYOUWEDNESDAY"
"304171352779259904","304170811282046976","16318081","","","2013-02-20 10:11:16 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@craftydevil congrats Rich"
"304031225419534336","","","","","2013-02-20 00:54:27 +0000","web","Was having a crazy nightmare getting over to sleep there but realised that I left the tv on and One Born Every Minute was on. Not good :("
"303986478206300163","","","303960678933331969","376825877","2013-02-19 21:56:38 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @TwitterOSS: We open sourced twitter @typeahead (typeahead.js) today, our jQuery plugin for auto completion. Try it out! http://t.co/ ..."
"303931487777087488","","","","","2013-02-19 18:18:08 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","VPN won’t connect - this a sign that @swmcc should go home so @swmcc is. Also talking about @swmcc in a tweet in the third person is freaky."
"303930587771719682","","","","","2013-02-19 18:14:33 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","The VPN has disconnected on me. I take this as a sign from the gods to go home :)"
"303902585654489090","303899988784721920","16155145","","","2013-02-19 16:23:17 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@alvynmcq :D Not much need for python in the oil NI. Pity like… JS is where I’d say the future is.. Learn that too :)"
"303894228310822914","","","","","2013-02-19 15:50:04 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","/me steps away from the computer for 20minutes… or work anyway :)"
"303883172406493185","","","","","2013-02-19 15:06:09 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","Discussing solutions to problems with @szlwzl over hipchat is always good :D http://t.co/tu5VHDRb","http://twitter.com/swmcc/status/303883172406493185/photo/1"
"303832399219924994","303826233483993089","212603717","","","2013-02-19 11:44:23 +0000","web","@carisenda I have to get across the A26 on a daily basis - pain in the ass that it is. I hope they never dual it round Glenavy :)"
"303611384967598081","303606054908985344","14068466","","","2013-02-18 21:06:09 +0000","web","@stevebiscuit that's what you get for being cocky re: jetlag ;)"
"303581329700843520","","","303576839132164097","11322372","2013-02-18 19:06:43 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","RT @holman: GitHub hit the 150 employee mark this morning. About ⅔ are remote. Never had anyone quit. Worrying about how your company wo ..."
"303560825606639616","","","","","2013-02-18 17:45:15 +0000","<a href=""http://www.apple.com"" rel=""nofollow"">Photos on iOS</a>","They really do love me in here. Dave got me back - well played. Been there since Friday. http://t.co/8MiCqvj3","http://twitter.com/swmcc/status/303560825606639616/photo/1"
"303540273844191234","303539833098342400","14604982","","","2013-02-18 16:23:35 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@johngirvin where you based now? Assumed you’d be working from home."
"303514936431222784","","","","","2013-02-18 14:42:54 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","Sometimes the only way to get through a Monday is to listen to this. #codelikeaboss http://t.co/iW3klKhX","http://twitter.com/swmcc/status/303514936431222784/photo/1"
"303508468575371265","","","","","2013-02-18 14:17:12 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","OH: “There’s too many people using the internet at the moment”"
"303501526121447424","","","303493837412765696","1072209276","2013-02-18 13:49:37 +0000","web","RT @reco4j: We deploy a new #neo4j cache based on #Terracotta #BigMemory. We tested it with some interesting result. For details: http:/ ..."
"303501413609250817","","","303500938646282240","50685221","2013-02-18 13:49:10 +0000","web","RT @jbrevel: @swmcc Mmmm! 5 spice turkey breast with lettuce and cesar dressing in a toasted whole meal pitta ;-) #lockoslunches http:// ..."
"303491942942126081","","","","","2013-02-18 13:11:32 +0000","web","Really should do this.... But alas I wont...  True though... /cc @jbrevel http://t.co/dv5jUQMG","http://twitter.com/swmcc/status/303491942942126081/photo/1"
"303482593200975872","","","303451064663957504","8446902","2013-02-18 12:34:23 +0000","web","RT @oisin: I was all pissed off earlier on, but this IRC conversation has cheered me up :D http://t.co/YthCrF68","http://twitter.com/oisin/status/303451064663957504/photo/1"
"303236547736649730","303236197755527170","20543444","","","2013-02-17 20:16:41 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@HerrWulf depends on the emote server. But more than likely ‘scp localfile username@server:/where/you/want”"
"303236147079942144","303235288812113920","20543444","","","2013-02-17 20:15:05 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@HerrWulf on a mac it windows?"
"303092245756780544","","","301360463361495040","13861042","2013-02-17 10:43:17 +0000","web","RT @jcoglan: Node.js has its own DHH but he's distributed acorss multiple people for redundancy/webscaling reasons"
"303091426454011905","","","","","2013-02-17 10:40:01 +0000","web","I must have thrown my sky+ remote out... Dammit...."
"302913983881543681","302912221342732289","152381157","","","2013-02-16 22:54:56 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@HaVoCT5 boys Michael. Compared to your girth try are mere boys."
"302910439451422720","","","","","2013-02-16 22:40:51 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","My work mates love me. I always add helpful tips. And the love me for it. http://t.co/IQipSMLC","http://twitter.com/swmcc/status/302910439451422720/photo/1"
"302909240782249985","","","","","2013-02-16 22:36:05 +0000","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Saturday nights. http://t.co/7ltysfWb","http://instagr.am/p/VzxAGlBX8R/"
"302896021388800001","","","302817666001948672","125122481","2013-02-16 21:43:33 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @DepressedDarth: Dear JJ Abrams,

If you screw up the new Star Wars movie, I will start calling you Jar Jar Abrams.

Sincerely,

Darth."
"302747349267140609","","","302747222452355072","750823","2013-02-16 11:52:47 +0000","web","RT @maddox: Boxen rules everything around me. Automate everything. 

http://t.co/DmqnvdBw","http://boxen.github.com/"
"302725693035397120","","","","","2013-02-16 10:26:44 +0000","web","Right - I sky+d Spartacus using the sky.app on the iphone. Problem being that its been so long since I watch sky I've misplaced the remote!"
"302704119586627584","","","","","2013-02-16 09:01:00 +0000","web","Best bad guy ever... @MeetJoeGatt"
"302494595332337664","","","302468445423927296","402824193","2013-02-15 19:08:26 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @NodeJsCommunity: REST up! Using Node.js to write RESTful web services http://t.co/V3zWMTQw #nodejs http://t.co/emR97f1I","http://bit.ly/Z2JVYJ","http://bit.ly/12LuCE6"
"302411039251767296","","","302393554624446464","169048119","2013-02-15 13:36:24 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","RT @smccalden: @swmcc : ""how do I get a fire to look like that?"" Me : ""that's a gas fire"" *facepalm*"
"302388531114954752","302383474059399169","35737385","","","2013-02-15 12:06:58 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@BTCare am at work - will do when I am home and let you know - cheers :)"
